0	0
1.4717E-06	-5.52855E-08
2.3067E-05	-8.5889E-07
0.000114383	-4.22043E-06
0.000354053	-1.29423E-05
0.000846466	-3.06471E-05
0.001718639	-6.16153E-05
0.00311724	-0.000110632
0.005205762	-0.000182842
0.008161841	-0.000283618
0.012174716	-0.000418432
0.017442832	-0.00059274
0.024171577	-0.000811872
0.032571147	-0.001080935
0.042854553	-0.001404715
0.055235746	-0.001787601
0.069927866	-0.002233499
0.087141617	-0.00274577
0.10708376	-0.003327164
0.129955713	-0.003979767
0.155952269	-0.004704952
0.185260426	-0.005503338
0.218058313	-0.006374751
0.254514226	-0.007318201
0.294785761	-0.008331854
0.339019042	-0.009413015
0.387348046	-0.010558118
0.439894012	-0.011762718
0.496764945	-0.013021488
0.558055198	-0.014328225
0.623845133	-0.015675855
0.694200872	-0.017056447
0.769174106	-0.018461229
0.848801987	-0.019880606
0.933107088	-0.02130419
1.022097421	-0.022720821
1.115766529	-0.024118603
1.214093623	-0.025484936
1.317043789	-0.026806555
1.424568241	-0.028069566
1.536604625	-0.029259495
1.653077367	-0.030361327
1.773898075	-0.031359553
1.89896597	-0.032238224
2.028168362	-0.032980995
2.161381157	-0.033571181
2.298469401	-0.033991807
2.439287844	-0.034225666
2.583681537	-0.034255368
2.73148645	-0.034063402
2.882530102	-0.033632185
3.036632222	-0.032944124
3.193605406	-0.031981667
3.353255798	-0.030727363
3.515383768	-0.029163911
3.679784601	-0.027274221
3.846249185	-0.025041464
4.014564691	-0.022449123
4.184515257	-0.019481048
4.355882656	-0.016121502
4.528446958	-0.012355208
4.701987171	-0.008167399
4.876281872	-0.003543857
4.999999992	-2.32714E-10
5.175072053	0.005398893
5.350301533	0.011268939
5.525470501	0.017621976
5.700363218	0.024469122
5.874766624	0.031820749
6.048470783	0.039686455
6.221269311	0.048075044
6.392959773	0.056994506
6.563344059	0.066452002
6.732228726	0.076453843
6.899425324	0.087005487
7.064750695	0.098111524
7.228027244	0.109775669
7.389083194	0.12200076
7.547752812	0.134788754
7.703876616	0.148140723
7.857301565	0.162056864
8.007881214	0.176536494
8.155475867	0.19157806
8.299952696	0.207179147
8.441185844	0.223336486
8.579056516	0.240045964
8.71345304	0.25730264
8.844270923	0.275100756
8.971412878	0.293433758
9.094788842	0.312294306
9.214315977	0.331674303
9.32991865	0.351564905
9.441528406	0.371956552
9.549083921	0.392838984
9.652530942	0.41420127
9.751822215	0.43603183
9.846917396	0.458318464
9.937782958	0.481048379
10.02439208	0.504208215
10.10672452	0.527784079
10.18476649	0.551761569
10.25851051	0.576125811
10.32795526	0.600861485
10.39310541	0.625952861
10.45397147	0.65138383
10.5105696	0.677137939
10.56292139	0.703198421
10.61105376	0.729548232
10.65499866	0.756170086
10.69479293	0.783046485
10.73047808	0.81015976
